class,path,width,height
27,English/Img/GoodImg/Bmp/Sample028/img028-00218.png,61,43
4,English/Img/GoodImg/Bmp/Sample005/img005-00022.png,69,126
60,English/Img/GoodImg/Bmp/Sample061/img061-00003.png,74,41
13,English/Img/GoodImg/Bmp/Sample014/img014-00073.png,49,86
27,English/Img/GoodImg/Bmp/Sample028/img028-00124.png,17,23
30,English/Img/GoodImg/Bmp/Sample031/img031-00047.png,109,190
18,English/Img/GoodImg/Bmp/Sample019/img019-00287.png,28,80
24,English/Img/GoodImg/Bmp/Sample025/img025-00076.png,35,56
12,English/Img/GoodImg/Bmp/Sample013/img013-00020.png,231,253
27,English/Img/GoodImg/Bmp/Sample028/img028-00259.png,111,187
49,English/Img/GoodImg/Bmp/Sample050/img050-00023.png,29,47
18,English/Img/GoodImg/Bmp/Sample019/img019-00125.png,30,83
23,English/Img/GoodImg/Bmp/Sample024/img024-00035.png,43,52
54,English/Img/GoodImg/Bmp/Sample055/img055-00075.png,36,45
30,English/Img/GoodImg/Bmp/Sample031/img031-00036.png,68,110
15,English/Img/GoodImg/Bmp/Sample016/img016-00050.png,170,187
27,English/Img/GoodImg/Bmp/Sample028/img028-00081.png,29,57
16,English/Img/GoodImg/Bmp/Sample017/img017-00019.png,41,47
22,English/Img/GoodImg/Bmp/Sample023/img023-00084.png,150,197
18,English/Img/GoodImg/Bmp/Sample019/img019-00024.png,82,151
27,English/Img/GoodImg/Bmp/Sample028/img028-00141.png,15,24
23,English/Img/GoodImg/Bmp/Sample024/img024-00204.png,73,48
40,English/Img/GoodImg/Bmp/Sample041/img041-00163.png,26,36
44,English/Img/GoodImg/Bmp/Sample045/img045-00047.png,51,158
24,English/Img/GoodImg/Bmp/Sample025/img025-00166.png,29,44
40,English/Img/GoodImg/Bmp/Sample041/img041-00201.png,47,58
24,English/Img/GoodImg/Bmp/Sample025/img025-00158.png,57,109
40,English/Img/GoodImg/Bmp/Sample041/img041-00118.png,16,18
23,English/Img/GoodImg/Bmp/Sample024/img024-00271.png,76,55
16,English/Img/GoodImg/Bmp/Sample017/img017-00030.png,47,73
37,English/Img/GoodImg/Bmp/Sample038/img038-00030.png,55,36
50,English/Img/GoodImg/Bmp/Sample051/img051-00123.png,46,56
23,English/Img/GoodImg/Bmp/Sample024/img024-00227.png,137,218
55,English/Img/GoodImg/Bmp/Sample056/img056-00005.png,109,166
3,English/Img/GoodImg/Bmp/Sample004/img004-00044.png,74,77
17,English/Img/GoodImg/Bmp/Sample018/img018-00113.png,72,121
9,English/Img/GoodImg/Bmp/Sample010/img010-00034.png,27,43
20,English/Img/GoodImg/Bmp/Sample021/img021-00038.png,35,35
13,English/Img/GoodImg/Bmp/Sample014/img014-00071.png,40,126
10,English/Img/GoodImg/Bmp/Sample011/img011-00079.png,79,81
30,English/Img/GoodImg/Bmp/Sample031/img031-00085.png,20,34
44,English/Img/GoodImg/Bmp/Sample045/img045-00122.png,26,99
23,English/Img/GoodImg/Bmp/Sample024/img024-00320.png,13,27
50,English/Img/GoodImg/Bmp/Sample051/img051-00074.png,55,71
28,English/Img/GoodImg/Bmp/Sample029/img029-00177.png,32,48
60,English/Img/GoodImg/Bmp/Sample061/img061-00033.png,94,128
12,English/Img/GoodImg/Bmp/Sample013/img013-00110.png,51,87
25,English/Img/GoodImg/Bmp/Sample026/img026-00061.png,92,197
17,English/Img/GoodImg/Bmp/Sample018/img018-00012.png,52,53
20,English/Img/GoodImg/Bmp/Sample021/img021-00031.png,56,107
24,English/Img/GoodImg/Bmp/Sample025/img025-00122.png,35,20
32,English/Img/GoodImg/Bmp/Sample033/img033-00051.png,56,56
23,English/Img/GoodImg/Bmp/Sample024/img024-00296.png,39,40
57,English/Img/GoodImg/Bmp/Sample058/img058-00023.png,9,24
16,English/Img/GoodImg/Bmp/Sample017/img017-00129.png,22,36
18,English/Img/GoodImg/Bmp/Sample019/img019-00240.png,7,20
28,English/Img/GoodImg/Bmp/Sample029/img029-00336.png,35,45
41,English/Img/GoodImg/Bmp/Sample042/img042-00031.png,155,233
21,English/Img/GoodImg/Bmp/Sample022/img022-00215.png,49,109
1,English/Img/GoodImg/Bmp/Sample002/img002-00041.png,34,80
20,English/Img/GoodImg/Bmp/Sample021/img021-00064.png,26,48
28,English/Img/GoodImg/Bmp/Sample029/img029-00108.png,85,93
38,English/Img/GoodImg/Bmp/Sample039/img039-00058.png,32,42
26,English/Img/GoodImg/Bmp/Sample027/img027-00003.png,318,366
60,English/Img/GoodImg/Bmp/Sample061/img061-00002.png,37,63
17,English/Img/GoodImg/Bmp/Sample018/img018-00114.png,129,162
28,English/Img/GoodImg/Bmp/Sample029/img029-00337.png,25,45
10,English/Img/GoodImg/Bmp/Sample011/img011-00269.png,14,23
23,English/Img/GoodImg/Bmp/Sample024/img024-00334.png,34,41
23,English/Img/GoodImg/Bmp/Sample024/img024-00091.png,22,26
18,English/Img/GoodImg/Bmp/Sample019/img019-00095.png,16,35
53,English/Img/GoodImg/Bmp/Sample054/img054-00111.png,40,67
1,English/Img/GoodImg/Bmp/Sample002/img002-00067.png,34,64
56,English/Img/GoodImg/Bmp/Sample057/img057-00021.png,12,15
23,English/Img/GoodImg/Bmp/Sample024/img024-00180.png,92,132
28,English/Img/GoodImg/Bmp/Sample029/img029-00094.png,46,63
40,English/Img/GoodImg/Bmp/Sample041/img041-00182.png,145,178
14,English/Img/GoodImg/Bmp/Sample015/img015-00426.png,48,85
13,English/Img/GoodImg/Bmp/Sample014/img014-00095.png,90,67
14,English/Img/GoodImg/Bmp/Sample015/img015-00341.png,54,72
10,English/Img/GoodImg/Bmp/Sample011/img011-00451.png,46,38
27,English/Img/GoodImg/Bmp/Sample028/img028-00013.png,44,95
24,English/Img/GoodImg/Bmp/Sample025/img025-00093.png,111,159
23,English/Img/GoodImg/Bmp/Sample024/img024-00131.png,30,35
24,English/Img/GoodImg/Bmp/Sample025/img025-00070.png,74,82
6,English/Img/GoodImg/Bmp/Sample007/img007-00011.png,59,111
24,English/Img/GoodImg/Bmp/Sample025/img025-00200.png,22,25
23,English/Img/GoodImg/Bmp/Sample024/img024-00322.png,35,45
23,English/Img/GoodImg/Bmp/Sample024/img024-00101.png,44,52
23,English/Img/GoodImg/Bmp/Sample024/img024-00242.png,106,210
42,English/Img/GoodImg/Bmp/Sample043/img043-00029.png,153,256
10,English/Img/GoodImg/Bmp/Sample011/img011-00175.png,85,147
18,English/Img/GoodImg/Bmp/Sample019/img019-00203.png,10,29
54,English/Img/GoodImg/Bmp/Sample055/img055-00039.png,73,88
44,English/Img/GoodImg/Bmp/Sample045/img045-00094.png,50,158
58,English/Img/GoodImg/Bmp/Sample059/img059-00003.png,131,97
17,English/Img/GoodImg/Bmp/Sample018/img018-00126.png,29,34
10,English/Img/GoodImg/Bmp/Sample011/img011-00103.png,88,80
34,English/Img/GoodImg/Bmp/Sample035/img035-00039.png,27,35
43,English/Img/GoodImg/Bmp/Sample044/img044-00051.png,71,114
31,English/Img/GoodImg/Bmp/Sample032/img032-00061.png,23,30
23,English/Img/GoodImg/Bmp/Sample024/img024-00044.png,15,20
12,English/Img/GoodImg/Bmp/Sample013/img013-00209.png,44,51
30,English/Img/GoodImg/Bmp/Sample031/img031-00079.png,58,103
33,English/Img/GoodImg/Bmp/Sample034/img034-00010.png,35,56
15,English/Img/GoodImg/Bmp/Sample016/img016-00078.png,40,51
55,English/Img/GoodImg/Bmp/Sample056/img056-00053.png,16,35
43,English/Img/GoodImg/Bmp/Sample044/img044-00035.png,105,165
23,English/Img/GoodImg/Bmp/Sample024/img024-00016.png,220,244
13,English/Img/GoodImg/Bmp/Sample014/img014-00019.png,72,120
0,English/Img/GoodImg/Bmp/Sample001/img001-00060.png,39,74
10,English/Img/GoodImg/Bmp/Sample011/img011-00399.png,27,27
12,English/Img/GoodImg/Bmp/Sample013/img013-00005.png,146,78
14,English/Img/GoodImg/Bmp/Sample015/img015-00254.png,126,178
24,English/Img/GoodImg/Bmp/Sample025/img025-00097.png,78,73
7,English/Img/GoodImg/Bmp/Sample008/img008-00024.png,54,89
40,English/Img/GoodImg/Bmp/Sample041/img041-00030.png,38,41
26,English/Img/GoodImg/Bmp/Sample027/img027-00026.png,49,91
14,English/Img/GoodImg/Bmp/Sample015/img015-00362.png,18,28
23,English/Img/GoodImg/Bmp/Sample024/img024-00033.png,18,34
51,English/Img/GoodImg/Bmp/Sample052/img052-00022.png,174,231
17,English/Img/GoodImg/Bmp/Sample018/img018-00001.png,126,219
15,English/Img/GoodImg/Bmp/Sample016/img016-00041.png,64,97
29,English/Img/GoodImg/Bmp/Sample030/img030-00265.png,16,28
14,English/Img/GoodImg/Bmp/Sample015/img015-00035.png,84,109
20,English/Img/GoodImg/Bmp/Sample021/img021-00042.png,89,100
28,English/Img/GoodImg/Bmp/Sample029/img029-00198.png,81,96
39,English/Img/GoodImg/Bmp/Sample040/img040-00009.png,22,47
23,English/Img/GoodImg/Bmp/Sample024/img024-00036.png,24,22
0,English/Img/GoodImg/Bmp/Sample001/img001-00036.png,20,25
24,English/Img/GoodImg/Bmp/Sample025/img025-00061.png,33,44
21,English/Img/GoodImg/Bmp/Sample022/img022-00152.png,12,31
36,English/Img/GoodImg/Bmp/Sample037/img037-00019.png,27,41
13,English/Img/GoodImg/Bmp/Sample014/img014-00180.png,58,82
10,English/Img/GoodImg/Bmp/Sample011/img011-00088.png,36,42
38,English/Img/GoodImg/Bmp/Sample039/img039-00020.png,28,37
12,English/Img/GoodImg/Bmp/Sample013/img013-00152.png,45,73
12,English/Img/GoodImg/Bmp/Sample013/img013-00061.png,67,106
12,English/Img/GoodImg/Bmp/Sample013/img013-00104.png,36,65
44,English/Img/GoodImg/Bmp/Sample045/img045-00085.png,13,54
61,English/Img/GoodImg/Bmp/Sample062/img062-00015.png,70,95
10,English/Img/GoodImg/Bmp/Sample011/img011-00465.png,15,28
19,English/Img/GoodImg/Bmp/Sample020/img020-00001.png,109,99
53,English/Img/GoodImg/Bmp/Sample054/img054-00032.png,19,27
10,English/Img/GoodImg/Bmp/Sample011/img011-00442.png,46,61
25,English/Img/GoodImg/Bmp/Sample026/img026-00116.png,51,62
49,English/Img/GoodImg/Bmp/Sample050/img050-00110.png,143,187
29,English/Img/GoodImg/Bmp/Sample030/img030-00255.png,30,47
18,English/Img/GoodImg/Bmp/Sample019/img019-00006.png,21,47
10,English/Img/GoodImg/Bmp/Sample011/img011-00545.png,47,54
55,English/Img/GoodImg/Bmp/Sample056/img056-00071.png,40,74
4,English/Img/GoodImg/Bmp/Sample005/img005-00033.png,14,25
10,English/Img/GoodImg/Bmp/Sample011/img011-00543.png,38,64
23,English/Img/GoodImg/Bmp/Sample024/img024-00093.png,20,21
16,English/Img/GoodImg/Bmp/Sample017/img017-00034.png,93,89
29,English/Img/GoodImg/Bmp/Sample030/img030-00113.png,73,95
24,English/Img/GoodImg/Bmp/Sample025/img025-00291.png,13,30
44,English/Img/GoodImg/Bmp/Sample045/img045-00023.png,81,249
11,English/Img/GoodImg/Bmp/Sample012/img012-00034.png,37,38
30,English/Img/GoodImg/Bmp/Sample031/img031-00045.png,20,58
40,English/Img/GoodImg/Bmp/Sample041/img041-00031.png,40,38
27,English/Img/GoodImg/Bmp/Sample028/img028-00206.png,64,85
28,English/Img/GoodImg/Bmp/Sample029/img029-00040.png,230,276
28,English/Img/GoodImg/Bmp/Sample029/img029-00295.png,39,72
54,English/Img/GoodImg/Bmp/Sample055/img055-00018.png,272,241
23,English/Img/GoodImg/Bmp/Sample024/img024-00124.png,70,101
14,English/Img/GoodImg/Bmp/Sample015/img015-00047.png,69,75
23,English/Img/GoodImg/Bmp/Sample024/img024-00088.png,71,93
49,English/Img/GoodImg/Bmp/Sample050/img050-00075.png,86,73
17,English/Img/GoodImg/Bmp/Sample018/img018-00073.png,39,73
5,English/Img/GoodImg/Bmp/Sample006/img006-00004.png,16,23
29,English/Img/GoodImg/Bmp/Sample030/img030-00279.png,33,42
22,English/Img/GoodImg/Bmp/Sample023/img023-00004.png,116,221
24,English/Img/GoodImg/Bmp/Sample025/img025-00212.png,93,186
49,English/Img/GoodImg/Bmp/Sample050/img050-00081.png,27,42
23,English/Img/GoodImg/Bmp/Sample024/img024-00047.png,37,52
39,English/Img/GoodImg/Bmp/Sample040/img040-00041.png,31,54
28,English/Img/GoodImg/Bmp/Sample029/img029-00242.png,20,24
18,English/Img/GoodImg/Bmp/Sample019/img019-00295.png,14,38
10,English/Img/GoodImg/Bmp/Sample011/img011-00149.png,136,244
53,English/Img/GoodImg/Bmp/Sample054/img054-00070.png,9,15
55,English/Img/GoodImg/Bmp/Sample056/img056-00109.png,39,91
43,English/Img/GoodImg/Bmp/Sample044/img044-00031.png,10,29
13,English/Img/GoodImg/Bmp/Sample014/img014-00048.png,135,150
56,English/Img/GoodImg/Bmp/Sample057/img057-00030.png,66,78
31,English/Img/GoodImg/Bmp/Sample032/img032-00074.png,104,161
24,English/Img/GoodImg/Bmp/Sample025/img025-00034.png,481,451
50,English/Img/GoodImg/Bmp/Sample051/img051-00066.png,28,24
45,English/Img/GoodImg/Bmp/Sample046/img046-00018.png,59,120
12,English/Img/GoodImg/Bmp/Sample013/img013-00075.png,105,141
24,English/Img/GoodImg/Bmp/Sample025/img025-00335.png,33,37
53,English/Img/GoodImg/Bmp/Sample054/img054-00083.png,34,51
13,English/Img/GoodImg/Bmp/Sample014/img014-00084.png,62,93
53,English/Img/GoodImg/Bmp/Sample054/img054-00110.png,40,82
24,English/Img/GoodImg/Bmp/Sample025/img025-00029.png,262,207
14,English/Img/GoodImg/Bmp/Sample015/img015-00382.png,16,29
29,English/Img/GoodImg/Bmp/Sample030/img030-00215.png,31,36
24,English/Img/GoodImg/Bmp/Sample025/img025-00107.png,148,152
22,English/Img/GoodImg/Bmp/Sample023/img023-00020.png,60,80
13,English/Img/GoodImg/Bmp/Sample014/img014-00092.png,38,59
8,English/Img/GoodImg/Bmp/Sample009/img009-00002.png,49,66
22,English/Img/GoodImg/Bmp/Sample023/img023-00075.png,100,119
36,English/Img/GoodImg/Bmp/Sample037/img037-00063.png,51,73
58,English/Img/GoodImg/Bmp/Sample059/img059-00018.png,54,25
21,English/Img/GoodImg/Bmp/Sample022/img022-00199.png,28,44
44,English/Img/GoodImg/Bmp/Sample045/img045-00046.png,39,170
26,English/Img/GoodImg/Bmp/Sample027/img027-00007.png,30,52
47,English/Img/GoodImg/Bmp/Sample048/img048-00041.png,13,54
55,English/Img/GoodImg/Bmp/Sample056/img056-00044.png,27,85
2,English/Img/GoodImg/Bmp/Sample003/img003-00054.png,78,123
37,English/Img/GoodImg/Bmp/Sample038/img038-00022.png,35,68
28,English/Img/GoodImg/Bmp/Sample029/img029-00327.png,48,74
23,English/Img/GoodImg/Bmp/Sample024/img024-00060.png,27,46
18,English/Img/GoodImg/Bmp/Sample019/img019-00266.png,12,30
29,English/Img/GoodImg/Bmp/Sample030/img030-00296.png,20,28
44,English/Img/GoodImg/Bmp/Sample045/img045-00112.png,25,54
22,English/Img/GoodImg/Bmp/Sample023/img023-00018.png,99,74
13,English/Img/GoodImg/Bmp/Sample014/img014-00133.png,25,40
40,English/Img/GoodImg/Bmp/Sample041/img041-00183.png,128,176
20,English/Img/GoodImg/Bmp/Sample021/img021-00066.png,54,79
30,English/Img/GoodImg/Bmp/Sample031/img031-00037.png,129,200
10,English/Img/GoodImg/Bmp/Sample011/img011-00009.png,118,152
25,English/Img/GoodImg/Bmp/Sample026/img026-00154.png,57,95
10,English/Img/GoodImg/Bmp/Sample011/img011-00151.png,122,128
45,English/Img/GoodImg/Bmp/Sample046/img046-00009.png,40,52
30,English/Img/GoodImg/Bmp/Sample031/img031-00059.png,40,61
57,English/Img/GoodImg/Bmp/Sample058/img058-00019.png,26,32
27,English/Img/GoodImg/Bmp/Sample028/img028-00038.png,40,67
45,English/Img/GoodImg/Bmp/Sample046/img046-00007.png,20,60
10,English/Img/GoodImg/Bmp/Sample011/img011-00204.png,18,51
49,English/Img/GoodImg/Bmp/Sample050/img050-00041.png,47,104
30,English/Img/GoodImg/Bmp/Sample031/img031-00051.png,59,76
13,English/Img/GoodImg/Bmp/Sample014/img014-00012.png,52,85
14,English/Img/GoodImg/Bmp/Sample015/img015-00375.png,41,71
15,English/Img/GoodImg/Bmp/Sample016/img016-00071.png,15,28
40,English/Img/GoodImg/Bmp/Sample041/img041-00114.png,96,51
2,English/Img/GoodImg/Bmp/Sample003/img003-00048.png,28,47
49,English/Img/GoodImg/Bmp/Sample050/img050-00130.png,59,84
23,English/Img/GoodImg/Bmp/Sample024/img024-00293.png,45,57
55,English/Img/GoodImg/Bmp/Sample056/img056-00046.png,15,36
27,English/Img/GoodImg/Bmp/Sample028/img028-00383.png,36,53
44,English/Img/GoodImg/Bmp/Sample045/img045-00104.png,47,157
14,English/Img/GoodImg/Bmp/Sample015/img015-00279.png,14,28
0,English/Img/GoodImg/Bmp/Sample001/img001-00046.png,15,18
54,English/Img/GoodImg/Bmp/Sample055/img055-00029.png,316,291
40,English/Img/GoodImg/Bmp/Sample041/img041-00028.png,231,221
43,English/Img/GoodImg/Bmp/Sample044/img044-00001.png,125,197
14,English/Img/GoodImg/Bmp/Sample015/img015-00061.png,29,62
4,English/Img/GoodImg/Bmp/Sample005/img005-00020.png,10,22
5,English/Img/GoodImg/Bmp/Sample006/img006-00037.png,35,54
56,English/Img/GoodImg/Bmp/Sample057/img057-00029.png,26,64
44,English/Img/GoodImg/Bmp/Sample045/img045-00073.png,21,49
29,English/Img/GoodImg/Bmp/Sample030/img030-00240.png,15,20
14,English/Img/GoodImg/Bmp/Sample015/img015-00401.png,32,61
25,English/Img/GoodImg/Bmp/Sample026/img026-00082.png,80,116
12,English/Img/GoodImg/Bmp/Sample013/img013-00065.png,26,34
40,English/Img/GoodImg/Bmp/Sample041/img041-00081.png,11,16
23,English/Img/GoodImg/Bmp/Sample024/img024-00228.png,197,229
27,English/Img/GoodImg/Bmp/Sample028/img028-00207.png,90,137
23,English/Img/GoodImg/Bmp/Sample024/img024-00128.png,64,101
35,English/Img/GoodImg/Bmp/Sample036/img036-00052.png,109,186
21,English/Img/GoodImg/Bmp/Sample022/img022-00116.png,83,137
24,English/Img/GoodImg/Bmp/Sample025/img025-00258.png,28,47
22,English/Img/GoodImg/Bmp/Sample023/img023-00134.png,97,107
30,English/Img/GoodImg/Bmp/Sample031/img031-00063.png,23,34
24,English/Img/GoodImg/Bmp/Sample025/img025-00222.png,190,181
49,English/Img/GoodImg/Bmp/Sample050/img050-00107.png,72,104
41,English/Img/GoodImg/Bmp/Sample042/img042-00004.png,67,28
51,English/Img/GoodImg/Bmp/Sample052/img052-00032.png,92,106
50,English/Img/GoodImg/Bmp/Sample051/img051-00085.png,11,17
54,English/Img/GoodImg/Bmp/Sample055/img055-00083.png,26,37
54,English/Img/GoodImg/Bmp/Sample055/img055-00050.png,23,28
24,English/Img/GoodImg/Bmp/Sample025/img025-00381.png,71,89
23,English/Img/GoodImg/Bmp/Sample024/img024-00324.png,28,24
32,English/Img/GoodImg/Bmp/Sample033/img033-00014.png,115,86
11,English/Img/GoodImg/Bmp/Sample012/img012-00105.png,25,33
20,English/Img/GoodImg/Bmp/Sample021/img021-00018.png,137,159
25,English/Img/GoodImg/Bmp/Sample026/img026-00100.png,51,159
21,English/Img/GoodImg/Bmp/Sample022/img022-00050.png,113,147
29,English/Img/GoodImg/Bmp/Sample030/img030-00012.png,48,51
10,English/Img/GoodImg/Bmp/Sample011/img011-00242.png,82,121
10,English/Img/GoodImg/Bmp/Sample011/img011-00521.png,17,32
11,English/Img/GoodImg/Bmp/Sample012/img012-00099.png,20,20
12,English/Img/GoodImg/Bmp/Sample013/img013-00013.png,424,443
58,English/Img/GoodImg/Bmp/Sample059/img059-00032.png,46,43
27,English/Img/GoodImg/Bmp/Sample028/img028-00368.png,60,81
27,English/Img/GoodImg/Bmp/Sample028/img028-00271.png,115,125
33,English/Img/GoodImg/Bmp/Sample034/img034-00079.png,74,107
28,English/Img/GoodImg/Bmp/Sample029/img029-00321.png,44,79
33,English/Img/GoodImg/Bmp/Sample034/img034-00024.png,70,87
55,English/Img/GoodImg/Bmp/Sample056/img056-00094.png,51,115
24,English/Img/GoodImg/Bmp/Sample025/img025-00121.png,85,81
14,English/Img/GoodImg/Bmp/Sample015/img015-00366.png,84,82
10,English/Img/GoodImg/Bmp/Sample011/img011-00326.png,21,54
12,English/Img/GoodImg/Bmp/Sample013/img013-00073.png,110,208
21,English/Img/GoodImg/Bmp/Sample022/img022-00020.png,72,84
24,English/Img/GoodImg/Bmp/Sample025/img025-00027.png,310,221
41,English/Img/GoodImg/Bmp/Sample042/img042-00010.png,15,25
11,English/Img/GoodImg/Bmp/Sample012/img012-00072.png,90,176
14,English/Img/GoodImg/Bmp/Sample015/img015-00042.png,15,31
22,English/Img/GoodImg/Bmp/Sample023/img023-00022.png,159,78
5,English/Img/GoodImg/Bmp/Sample006/img006-00029.png,15,42
40,English/Img/GoodImg/Bmp/Sample041/img041-00085.png,32,37
12,English/Img/GoodImg/Bmp/Sample013/img013-00076.png,137,219
23,English/Img/GoodImg/Bmp/Sample024/img024-00287.png,63,69
5,English/Img/GoodImg/Bmp/Sample006/img006-00001.png,40,59
35,English/Img/GoodImg/Bmp/Sample036/img036-00037.png,47,56
14,English/Img/GoodImg/Bmp/Sample015/img015-00029.png,36,77
46,English/Img/GoodImg/Bmp/Sample047/img047-00001.png,140,205
36,English/Img/GoodImg/Bmp/Sample037/img037-00033.png,34,53
24,English/Img/GoodImg/Bmp/Sample025/img025-00044.png,43,64
24,English/Img/GoodImg/Bmp/Sample025/img025-00363.png,35,64
27,English/Img/GoodImg/Bmp/Sample028/img028-00019.png,115,132
49,English/Img/GoodImg/Bmp/Sample050/img050-00029.png,53,64
49,English/Img/GoodImg/Bmp/Sample050/img050-00071.png,9,13
2,English/Img/GoodImg/Bmp/Sample003/img003-00060.png,50,54
6,English/Img/GoodImg/Bmp/Sample007/img007-00034.png,25,79
18,English/Img/GoodImg/Bmp/Sample019/img019-00072.png,72,161
12,English/Img/GoodImg/Bmp/Sample013/img013-00177.png,214,207
42,English/Img/GoodImg/Bmp/Sample043/img043-00030.png,52,76
11,English/Img/GoodImg/Bmp/Sample012/img012-00066.png,152,127
22,English/Img/GoodImg/Bmp/Sample023/img023-00051.png,217,166
25,English/Img/GoodImg/Bmp/Sample026/img026-00054.png,38,66
30,English/Img/GoodImg/Bmp/Sample031/img031-00055.png,60,106
18,English/Img/GoodImg/Bmp/Sample019/img019-00041.png,59,125
27,English/Img/GoodImg/Bmp/Sample028/img028-00326.png,22,25
17,English/Img/GoodImg/Bmp/Sample018/img018-00159.png,141,150
25,English/Img/GoodImg/Bmp/Sample026/img026-00007.png,110,86
32,English/Img/GoodImg/Bmp/Sample033/img033-00039.png,23,26
32,English/Img/GoodImg/Bmp/Sample033/img033-00057.png,50,53
6,English/Img/GoodImg/Bmp/Sample007/img007-00032.png,33,34
28,English/Img/GoodImg/Bmp/Sample029/img029-00111.png,144,228
42,English/Img/GoodImg/Bmp/Sample043/img043-00001.png,138,195
34,English/Img/GoodImg/Bmp/Sample035/img035-00034.png,38,89
25,English/Img/GoodImg/Bmp/Sample026/img026-00142.png,30,43
0,English/Img/GoodImg/Bmp/Sample001/img001-00087.png,83,77
29,English/Img/GoodImg/Bmp/Sample030/img030-00293.png,122,161
23,English/Img/GoodImg/Bmp/Sample024/img024-00055.png,42,40
40,English/Img/GoodImg/Bmp/Sample041/img041-00102.png,23,28
52,English/Img/GoodImg/Bmp/Sample053/img053-00010.png,37,72
16,English/Img/GoodImg/Bmp/Sample017/img017-00125.png,24,27
23,English/Img/GoodImg/Bmp/Sample024/img024-00048.png,101,168
12,English/Img/GoodImg/Bmp/Sample013/img013-00123.png,94,126
10,English/Img/GoodImg/Bmp/Sample011/img011-00263.png,13,24
23,English/Img/GoodImg/Bmp/Sample024/img024-00029.png,20,26
10,English/Img/GoodImg/Bmp/Sample011/img011-00128.png,38,63
21,English/Img/GoodImg/Bmp/Sample022/img022-00049.png,94,99
18,English/Img/GoodImg/Bmp/Sample019/img019-00291.png,15,50
40,English/Img/GoodImg/Bmp/Sample041/img041-00206.png,36,44
12,English/Img/GoodImg/Bmp/Sample013/img013-00099.png,21,24
10,English/Img/GoodImg/Bmp/Sample011/img011-00511.png,26,38
17,English/Img/GoodImg/Bmp/Sample018/img018-00150.png,17,22
33,English/Img/GoodImg/Bmp/Sample034/img034-00049.png,57,46
61,English/Img/GoodImg/Bmp/Sample062/img062-00004.png,12,22
2,English/Img/GoodImg/Bmp/Sample003/img003-00025.png,27,67
23,English/Img/GoodImg/Bmp/Sample024/img024-00198.png,78,75
49,English/Img/GoodImg/Bmp/Sample050/img050-00054.png,26,31
29,English/Img/GoodImg/Bmp/Sample030/img030-00282.png,26,44
23,English/Img/GoodImg/Bmp/Sample024/img024-00173.png,125,93
18,English/Img/GoodImg/Bmp/Sample019/img019-00172.png,55,207
17,English/Img/GoodImg/Bmp/Sample018/img018-00088.png,59,59
23,English/Img/GoodImg/Bmp/Sample024/img024-00075.png,54,72
14,English/Img/GoodImg/Bmp/Sample015/img015-00060.png,44,52
34,English/Img/GoodImg/Bmp/Sample035/img035-00042.png,60,69
15,English/Img/GoodImg/Bmp/Sample016/img016-00046.png,43,57
10,English/Img/GoodImg/Bmp/Sample011/img011-00183.png,20,18
30,English/Img/GoodImg/Bmp/Sample031/img031-00078.png,63,78
14,English/Img/GoodImg/Bmp/Sample015/img015-00392.png,16,28
40,English/Img/GoodImg/Bmp/Sample041/img041-00164.png,24,32
55,English/Img/GoodImg/Bmp/Sample056/img056-00003.png,109,159
18,English/Img/GoodImg/Bmp/Sample019/img019-00116.png,41,74
18,English/Img/GoodImg/Bmp/Sample019/img019-00241.png,10,27
40,English/Img/GoodImg/Bmp/Sample041/img041-00134.png,19,19
38,English/Img/GoodImg/Bmp/Sample039/img039-00001.png,176,161
47,English/Img/GoodImg/Bmp/Sample048/img048-00007.png,50,137
33,English/Img/GoodImg/Bmp/Sample034/img034-00044.png,56,70
16,English/Img/GoodImg/Bmp/Sample017/img017-00054.png,67,71
55,English/Img/GoodImg/Bmp/Sample056/img056-00089.png,50,132
13,English/Img/GoodImg/Bmp/Sample014/img014-00035.png,43,60
13,English/Img/GoodImg/Bmp/Sample014/img014-00191.png,62,88
27,English/Img/GoodImg/Bmp/Sample028/img028-00210.png,43,74
14,English/Img/GoodImg/Bmp/Sample015/img015-00249.png,158,225
54,English/Img/GoodImg/Bmp/Sample055/img055-00025.png,256,332
10,English/Img/GoodImg/Bmp/Sample011/img011-00480.png,89,74
2,English/Img/GoodImg/Bmp/Sample003/img003-00063.png,48,56
43,English/Img/GoodImg/Bmp/Sample044/img044-00048.png,161,203
29,English/Img/GoodImg/Bmp/Sample030/img030-00225.png,85,86
0,English/Img/GoodImg/Bmp/Sample001/img001-00019.png,47,78
21,English/Img/GoodImg/Bmp/Sample022/img022-00120.png,185,218
33,English/Img/GoodImg/Bmp/Sample034/img034-00022.png,232,243
17,English/Img/GoodImg/Bmp/Sample018/img018-00092.png,115,148
33,English/Img/GoodImg/Bmp/Sample034/img034-00073.png,90,137
53,English/Img/GoodImg/Bmp/Sample054/img054-00038.png,83,175
51,English/Img/GoodImg/Bmp/Sample052/img052-00029.png,86,132
10,English/Img/GoodImg/Bmp/Sample011/img011-00236.png,80,135
10,English/Img/GoodImg/Bmp/Sample011/img011-00547.png,29,44
0,English/Img/GoodImg/Bmp/Sample001/img001-00004.png,310,471
50,English/Img/GoodImg/Bmp/Sample051/img051-00105.png,31,42
52,English/Img/GoodImg/Bmp/Sample053/img053-00009.png,49,40
